company_id,type,rule_id,text,confidence_pct
BAJAJHLDNG,pro,PR-09,Earnings per share growing above 15% CAGR (19.0%) indicates strong earnings quality and compounding,78
BAJAJHLDNG,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
BAJFINANCE,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (24.4%) reflects strong business momentum,84
BAJFINANCE,pro,PR-05,Operating profit margin above 25% (29.3%) indicates strong pricing power and cost discipline,84
BAJFINANCE,pro,PR-06,Net profit compounding at above 20% over 5 years (29.3%) creates significant shareholder value,89
BAJFINANCE,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
BAJFINANCE,pro,PR-09,Earnings per share growing above 15% CAGR (27.6%) indicates strong earnings quality and compounding,87
BAJFINANCE,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BAJFINANCE,con,CR-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
BAJFINANCE,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
BANKBARODA,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (17.5%) reflects strong business momentum,77
BANKBARODA,pro,PR-05,Operating profit margin above 25% (37.5%) indicates strong pricing power and cost discipline,92
BANKBARODA,pro,PR-06,Net profit compounding at above 20% over 5 years (74.5%) creates significant shareholder value,100
BANKBARODA,pro,PR-09,Earnings per share growing above 15% CAGR (55.2%) indicates strong earnings quality and compounding,100
BANKBARODA,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
BANKBARODA,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BANKBARODA,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
BEL,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
BEL,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
BEL,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BEL,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
BHARTIARTL,pro,PR-05,Operating profit margin above 25% (52.2%) indicates strong pricing power and cost discipline,100
BHARTIARTL,pro,PR-06,Net profit compounding at above 20% over 5 years (38.4%) creates significant shareholder value,98
BHARTIARTL,pro,PR-09,Earnings per share growing above 15% CAGR (67.0%) indicates strong earnings quality and compounding,100
BHARTIARTL,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BHARTIARTL,con,CR-01,Debt-to-equity ratio of 2.61 is elevated for a non-financial company and warrants monitoring,76
BHEL,pro,PR-FB,Established market positioning in Nifty 100 index with active operational footprint,65
BHEL,con,CR-10,Return on capital employed below 10% (3.2%) suggests the business is not generating sufficient returns on invested capital,75
BHEL,con,CR-11,Net debt exceeding 3 times EBITDA (12.1x) is a high leverage ratio and limits financial flexibility,85
BHEL,con,CR-12,Revenue growing at below 5% over 5 years (-4.7%) lags inflation and suggests limited business momentum,70
BOSCHLTD,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
BOSCHLTD,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
BOSCHLTD,pro,PR-08,Consistent dividend yield above 2% (4.23%) backed by positive free cash flow,85
BOSCHLTD,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
BOSCHLTD,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BOSCHLTD,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
BOSCHLTD,con,CR-FB,Valuation ratio of P/E 58.4x is elevated relative to broader market averages,70
BPCL,pro,PR-06,Net profit compounding at above 20% over 5 years (25.8%) creates significant shareholder value,85
BPCL,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
BPCL,pro,PR-09,Earnings per share growing above 15% CAGR (28.1%) indicates strong earnings quality and compounding,88
BPCL,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BPCL,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
BPCL,con,CR-FB,Valuation ratio of P/E 68.2x is elevated relative to broader market averages,70
BRITANNIA,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
BRITANNIA,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
BRITANNIA,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BRITANNIA,con,CR-FB,Valuation ratio of P/E 63.9x is elevated relative to broader market averages,70
CANBK,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (18.2%) reflects strong business momentum,78
CANBK,pro,PR-05,Operating profit margin above 25% (41.8%) indicates strong pricing power and cost discipline,96
CANBK,pro,PR-06,Net profit compounding at above 20% over 5 years (85.8%) creates significant shareholder value,100
CANBK,pro,PR-08,Consistent dividend yield above 2% (3.81%) backed by positive free cash flow,85
CANBK,pro,PR-09,Earnings per share growing above 15% CAGR (53.4%) indicates strong earnings quality and compounding,100
CANBK,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
CANBK,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CANBK,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
CHOLAFIN,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (21.9%) reflects strong business momentum,81
CHOLAFIN,pro,PR-05,Operating profit margin above 25% (28.1%) indicates strong pricing power and cost discipline,83
CHOLAFIN,pro,PR-06,Net profit compounding at above 20% over 5 years (23.4%) creates significant shareholder value,83
CHOLAFIN,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
CHOLAFIN,pro,PR-09,Earnings per share growing above 15% CAGR (22.3%) indicates strong earnings quality and compounding,82
CHOLAFIN,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CHOLAFIN,con,CR-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
CHOLAFIN,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
CIPLA,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
CIPLA,pro,PR-05,Operating profit margin above 25% (75.6%) indicates strong pricing power and cost discipline,100
CIPLA,pro,PR-06,Net profit compounding at above 20% over 5 years (22.7%) creates significant shareholder value,82
CIPLA,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
CIPLA,pro,PR-09,Earnings per share growing above 15% CAGR (21.8%) indicates strong earnings quality and compounding,81
CIPLA,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CIPLA,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
CIPLA,con,CR-FB,Valuation ratio of P/E 59.8x is elevated relative to broader market averages,70
COALINDIA,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
COALINDIA,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COALINDIA,pro,PR-05,Operating profit margin above 25% (66.3%) indicates strong pricing power and cost discipline,100
COALINDIA,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COALINDIA,pro,PR-08,Consistent dividend yield above 2% (4.38%) backed by positive free cash flow,85
COALINDIA,pro,PR-09,Earnings per share growing above 15% CAGR (16.9%) indicates strong earnings quality and compounding,76
COALINDIA,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COALINDIA,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
DABUR,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DABUR,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
DABUR,pro,PR-08,Consistent dividend yield above 2% (3.42%) backed by positive free cash flow,85
DABUR,con,CR-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
DIVISLAB,pro,PR-05,Operating profit margin above 25% (28.2%) indicates strong pricing power and cost discipline,83
DIVISLAB,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
DIVISLAB,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
DIVISLAB,con,CR-FB,Valuation ratio of P/E 70.0x is elevated relative to broader market averages,70
DLF,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DLF,pro,PR-05,Operating profit margin above 25% (33.0%) indicates strong pricing power and cost discipline,88
DLF,pro,PR-08,Consistent dividend yield above 2% (2.58%) backed by positive free cash flow,85
DLF,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
DLF,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DLF,con,CR-10,Return on capital employed below 10% (5.7%) suggests the business is not generating sufficient returns on invested capital,75
DLF,con,CR-12,Revenue growing at below 5% over 5 years (-5.1%) lags inflation and suggests limited business momentum,70
DMART,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (20.5%) reflects strong business momentum,80
DMART,pro,PR-06,Net profit compounding at above 20% over 5 years (23.0%) creates significant shareholder value,82
DMART,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
DMART,pro,PR-09,Earnings per share growing above 15% CAGR (22.7%) indicates strong earnings quality and compounding,82
DMART,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DMART,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
DMART,con,CR-FB,Valuation ratio of P/E 72.5x is elevated relative to broader market averages,70
DRREDDY,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
DRREDDY,pro,PR-05,Operating profit margin above 25% (28.3%) indicates strong pricing power and cost discipline,83
DRREDDY,pro,PR-06,Net profit compounding at above 20% over 5 years (23.4%) creates significant shareholder value,83
DRREDDY,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
DRREDDY,pro,PR-09,Earnings per share growing above 15% CAGR (23.8%) indicates strong earnings quality and compounding,83
DRREDDY,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
DRREDDY,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DRREDDY,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
EICHERMOT,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
EICHERMOT,pro,PR-05,Operating profit margin above 25% (26.2%) indicates strong pricing power and cost discipline,81
EICHERMOT,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
EICHERMOT,pro,PR-08,Consistent dividend yield above 2% (4.41%) backed by positive free cash flow,85
EICHERMOT,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
EICHERMOT,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
EICHERMOT,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
GAIL,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
GAIL,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
GODREJCP,pro,PR-FB,Established market positioning in Nifty 100 index with active operational footprint,65
GODREJCP,con,CR-04,Company reported a net loss in the most recent financial year,95
GODREJCP,con,CR-10,Return on capital employed below 10% (3.2%) suggests the business is not generating sufficient returns on invested capital,75
GRASIM,pro,PR-06,Net profit compounding at above 20% over 5 years (29.3%) creates significant shareholder value,89
GRASIM,pro,PR-09,Earnings per share growing above 15% CAGR (27.7%) indicates strong earnings quality and compounding,87
GRASIM,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
GRASIM,con,CR-FB,Valuation ratio of P/E 79.3x is elevated relative to broader market averages,70
HAL,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
HAL,pro,PR-05,Operating profit margin above 25% (32.1%) indicates strong pricing power and cost discipline,87
HAL,pro,PR-06,Net profit compounding at above 20% over 5 years (26.5%) creates significant shareholder value,86
HAL,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HAL,pro,PR-08,Consistent dividend yield above 2% (2.77%) backed by positive free cash flow,85
HAL,pro,PR-09,Earnings per share growing above 15% CAGR (26.6%) indicates strong earnings quality and compounding,86
HAL,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HAL,con,CR-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
HAVELLS,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HAVELLS,pro,PR-08,Consistent dividend yield above 2% (2.60%) backed by positive free cash flow,85
HAVELLS,con,CR-FB,Valuation ratio of P/E 45.4x is elevated relative to broader market averages,70
HCLTECH,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82
HCLTECH,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HCLTECH,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HCLTECH,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
HCLTECH,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HDFCBANK,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (22.0%) reflects strong business momentum,81
HDFCBANK,pro,PR-05,Operating profit margin above 25% (61.4%) indicates strong pricing power and cost discipline,100
HDFCBANK,pro,PR-06,Net profit compounding at above 20% over 5 years (23.9%) creates significant shareholder value,83
HDFCBANK,pro,PR-08,Consistent dividend yield above 2% (4.33%) backed by positive free cash flow,85
HDFCBANK,pro,PR-09,Earnings per share growing above 15% CAGR (15.4%) indicates strong earnings quality and compounding,75
HDFCBANK,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HDFCBANK,con,CR-FB,Valuation ratio of P/E 49.4x is elevated relative to broader market averages,70
HDFCLIFE,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (21.2%) reflects strong business momentum,81
HDFCLIFE,pro,PR-05,Operating profit margin above 25% (99.5%) indicates strong pricing power and cost discipline,100
HDFCLIFE,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HDFCLIFE,con,CR-FB,Valuation ratio of P/E 50.6x is elevated relative to broader market averages,70
HEROMOTOCO,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HEROMOTOCO,pro,PR-05,Operating profit margin above 25% (86.1%) indicates strong pricing power and cost discipline,100
HEROMOTOCO,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HEROMOTOCO,con,CR-12,Revenue growing at below 5% over 5 years (2.2%) lags inflation and suggests limited business momentum,70
HINDALCO,pro,PR-05,Operating profit margin above 25% (88.9%) indicates strong pricing power and cost discipline,100
HINDALCO,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HINDALCO,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HINDALCO,pro,PR-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
HINDALCO,con,CR-10,Return on capital employed below 10% (9.6%) suggests the business is not generating sufficient returns on invested capital,75
HINDUNILVR,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
HINDUNILVR,pro,PR-05,Operating profit margin above 25% (76.3%) indicates strong pricing power and cost discipline,100
HINDUNILVR,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
HINDUNILVR,pro,PR-08,Consistent dividend yield above 2% (4.32%) backed by positive free cash flow,85
HINDUNILVR,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HINDUNILVR,con,CR-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
ICICIBANK,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (17.3%) reflects strong business momentum,77
ICICIBANK,pro,PR-05,Operating profit margin above 25% (62.4%) indicates strong pricing power and cost discipline,100
ICICIBANK,pro,PR-06,Net profit compounding at above 20% over 5 years (51.9%) creates significant shareholder value,100
ICICIBANK,pro,PR-08,Consistent dividend yield above 2% (3.43%) backed by positive free cash flow,85
ICICIBANK,pro,PR-09,Earnings per share growing above 15% CAGR (55.2%) indicates strong earnings quality and compounding,100
ICICIBANK,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
ICICIBANK,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ICICIBANK,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ICICIGI,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ICICIGI,pro,PR-05,Operating profit margin above 25% (87.4%) indicates strong pricing power and cost discipline,100
ICICIGI,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ICICIGI,pro,PR-08,Consistent dividend yield above 2% (3.46%) backed by positive free cash flow,85
ICICIGI,con,CR-FB,Valuation ratio of P/E 49.0x is elevated relative to broader market averages,70
ICICIPRULI,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (16.8%) reflects strong business momentum,76
ICICIPRULI,pro,PR-05,Operating profit margin above 25% (102.0%) indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ICICIPRULI,con,CR-FB,Exposure to macroeconomic cyclicality and industry competitive shifts,65
INDIGO,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
INDIGO,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (19.3%) reflects strong business momentum,79
INDIGO,pro,PR-05,Operating profit margin above 25% (76.3%) indicates strong pricing power and cost discipline,100
INDIGO,pro,PR-06,Net profit compounding at above 20% over 5 years (120.7%) creates significant shareholder value,100
INDIGO,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INDIGO,pro,PR-08,Consistent dividend yield above 2% (4.27%) backed by positive free cash flow,85
INDIGO,pro,PR-09,Earnings per share growing above 15% CAGR (121.2%) indicates strong earnings quality and compounding,100
INDIGO,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
INDIGO,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
INDIGO,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDUSINDBK,pro,PR-04,Revenue growing at above 15% CAGR over 5 years (15.5%) reflects strong business momentum,75
INDUSINDBK,pro,PR-05,Operating profit margin above 25% (38.6%) indicates strong pricing power and cost discipline,93
INDUSINDBK,pro,PR-06,Net profit compounding at above 20% over 5 years (22.1%) creates significant shareholder value,82
INDUSINDBK,pro,PR-09,Earnings per share growing above 15% CAGR (15.9%) indicates strong earnings quality and compounding,75
INDUSINDBK,pro,PR-10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
INDUSINDBK,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
INDUSINDBK,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INFY,pro,PR-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
INFY,pro,PR-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
INFY,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
INFY,pro,PR-08,Consistent dividend yield above 2% (4.10%) backed by positive free cash flow,85
INFY,con,CR-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IOC,pro,PR-06,Net profit compounding at above 20% over 5 years (20.1%) creates significant shareholder value,80
IOC,pro,PR-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
IOC,pro,PR-09,Earnings per share growing above 15% CAGR (20.1%) indicates strong earnings quality and compounding,80
IOC,pro,PR-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
